id,name,longitude,latitude,live,avg,cityID,stateID
site_5129,"Bidhannagar, Kolkata - WBPCB",88.41002457,22.58157048,True,23.0,Kolkata,West Bengal
site_5110,"Fort William, Kolkata - WBPCB",88.342674,22.556640,True,32.0,Kolkata,West Bengal
site_5111,"Jadavpur, Kolkata - WBPCB",88.36917,22.49929,True,23.0,Kolkata,West Bengal
site_296,"Rabindra Bharati University, Kolkata - WBPCB",88.380669,22.627847,False,,Kolkata,West Bengal
site_5126,"Rabindra Sarobar, Kolkata - WBPCB",88.35142,22.51106,True,27.0,Kolkata,West Bengal
site_309,"Victoria, Kolkata - WBPCB",88.3403691,22.5448082,False,,Kolkata,West Bengal
site_5101,"Belur Math, Howrah - WBPCB",88.352017,22.629801,True,19.0,Howrah,West Bengal
site_274,"Ghusuri, Howrah - WBPCB",88.347422,22.611968,False,,Howrah,West Bengal
site_1416,"Padmapukur, Howrah - WBPCB",88.2797276,22.5687319,True,20.0,Howrah,West Bengal
site_1419,"Ward-32 Bapupara, Siliguri - WBPCB",88.412668,26.6883049,True,42.0,Siliguri,West Bengal
site_1418,"Asansol Court Area, Asansol - WBPCB",86.945968,23.685297,True,71.0,Asansol,West Bengal
site_1390,"Moti Doongri, Alwar - RSPCB",76.611536,27.554793,True,60.0, Alwar,Rajasthan
site_1395,"Indira Colony Vistar, Pali - RSPCB", 73.340227,25.771061,True,264.0,Pali,Rajasthan
site_1393,"Adarsh Nagar, Jaipur - RSPCB",75.836858,26.902909,True,82.0,Jaipur,Rajasthan
site_134,"Police Commissionerate, Jaipur - RSPCB",75.7994901,26.9164092,True,99.0,Jaipur,Rajasthan
site_1396,"Shastri Nagar, Jaipur - RSPCB",75.730943,26.9502929,True,155.0,Jaipur,Rajasthan
site_1391,"RIICO Ind. Area III, Bhiwadi - RSPCB",76.862296,28.194909,True,152.0,Bhiwadi,Rajasthan
site_136,"Collectorate, Jodhpur - RSPCB",73.0193853,26.268249,True,279.0,Jodhpur,Rajasthan
site_1394,"Shrinath Puram, Kota - RSPCB",75.821256,25.14389,True,56.0,Kota,Rajasthan
site_1392,"Civil Lines,  Ajmer - RSPCB",74.646594,26.470859,True,151.0,Ajmer,Rajasthan
site_1397,"Ashok Nagar, Udaipur - RSPCB",73.6321397,24.5886166,True,140.0,Udaipur,Rajasthan
site_5336,"DRM Office Danapur, Patna - BSPCB",85.043586,25.586562,False,,Patna,Bihar
site_5335,"Govt. High School Shikarpur, Patna - BSPCB",85.227158,25.592539,True,67.0,Patna,Bihar
site_157,"IGSC Planetarium Complex, Patna - BSPCB",85.1376,25.5941,False,,Patna,Bihar
site_5261,"Muradpur, Patna - BSPCB",85.147382,25.619651,True,136.0,Patna,Bihar
site_5262,"Rajbansi Nagar, Patna - BSPCB",85.113666,25.599486,True,94.0,Patna,Bihar
site_5263,"Samanpura, Patna - BSPCB",85.085624,25.596727,True,123.0,Patna,Bihar
site_158,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",85.3647,26.1209,True,64.0,Muzaffarpur,Bihar
site_5337,"Industrial Area, Hajipur - BSPCB",85.245900,25.697189,False,,Hajipur,Bihar
site_159,"Collectorate, Gaya - BSPCB",84.9994,24.7955,True,112.0,Gaya,Bihar
site_5338,"SFTI Kusdihra, Gaya - BSPCB",84.982348,24.762518,False,,Gaya,Bihar
site_260,"GVM Corporation, Visakhapatnam - APPCB",83.3,17.72,True,26.0,Visakhapatnam,Andhra Pradesh
site_258,"Tirumala, Tirupati - APPCB",79.35,13.67,True,41.0,Tirupati,Andhra Pradesh
site_1399,"Anand Kala Kshetram, Rajamahendravaram - APPCB",81.7363176,16.9872867,True,59.0,Rajamahendravaram,Andhra Pradesh
site_1406,"Secretariat, Amaravati - APPCB",80.5181667,16.5150833,True,38.0,Amaravati,Andhra Pradesh
site_5127,"Sector-25, Chandigarh - CPCC",76.762879,30.751462,True,61.0,Chandigarh,Chandigarh
site_253,"Punjab Agricultural University, Ludhiana - PPCB",75.8086,30.9028,True,87.0,Ludhiana,Punjab
site_256,"Golden Temple, Amritsar - PPCB",74.876512,31.620000,False,,Amritsar,Punjab
site_1438,"Civil Line, Jalandhar - PPCB",75.578914,31.321907,True,82.0,Jalandhar,Punjab
site_1450,"Kalal Majra, Khanna - PPCB",76.209694,30.736056 ,True,103.0,Khanna,Punjab
site_1549,"Hardev Nagar, Bathinda - PPCB",74.907758,30.233011,True,85.0,Bathinda ,Punjab
site_255,"RIMT University, Mandi Gobindgarh - PPCB",76.331442,30.649961,True,115.0,Mandi Gobindgarh,Punjab
site_1437,"Model Town, Patiala - PPCB",76.366642,30.349388,True,99.0,Patiala,Punjab
site_1538,"Ratanpura, Rupnagar - Ambuja Cements",76.5623046,30.0325454,True,152.0,Rupnagar,Punjab
site_5346,"Sikulpuikawn, Aizawl - Mizoram PCB",92.7192841,23.7176342,True,26.0,Aizawl,Mizoram
site_254,"Tata Stadium, Jorapokhar - JSPCB",86.414670,23.707909,True,191.0,Jorapokhar,Jharkhand
site_5073,"Railway Colony, Guwahati - APCB",91.78063,26.181742,True,48.0,Guwahati,Assam
site_5131,"Lumpyngngad, Shillong - Meghalaya PCB",91.8985,25.5586,False,,Shillong,Meghalaya 
